Tune_name,do,re,me,mi,fa,fi,so,la,le,te,ti,Other
sally_was_a_poor_girl.krn.diss_B.txt,4,36,,,,,8,8,,,,
salt_river.krn.diss_B.txt,16,,,,8,,24,20,,20,,
salty_river_reel.krn.diss_B.txt,8,4,,24,12,,16,16,,,8,
salvation.krn.diss_B.txt,12,28,,16,8,,12,24,,,8,
sandy_boys.krn.diss_B.txt,,12,,8,16,,,,,,,
sandy_macintyres_trip_to_boston.krn.diss_B.txt,4,20,,8,12,,4,10,,,12,
sandy_river_belles.krn.diss_B.txt,4,40,,4,,,4,32,,,,
sarah_armstrongs_tune.krn.diss_B.txt,,4,,16,8,,4,9,,,25,
sarahs_jig.krn.diss_B.txt,8,10,,4,20,,4,4,,,8,
saratoga_hornpipe.krn.diss_B.txt,,16,34,,22,,4,,4,,,
saturday_at_the_market.krn.diss_B.txt,10,20,6,,12,,16,,,32,,
saturday_night_breakdown.krn.diss_B.txt,4,8,,16,4,,4,34,,,26,
saut_du_lapin.krn.diss_B.txt,,,,4,,,,22,,,10,
sauvagine_reel_de.krn.diss_B.txt,44,4,,44,8,,24,40,,,,
scarce_o_tatties.krn.diss_B.txt,16,,,,,,12,12,,12,,
scars_and_tattoos.krn.diss_B.txt,8,4,,8,26,,,8,,,4,
scatter_the_mud.krn.diss_B.txt,28,,,,,,8,8,,24,,
sceachog_reel_of.krn.diss_B.txt,8,16,,12,,,12,16,,,2,4
sceachog_reel_of_alternate.krn.diss_B.txt,12,10,,8,4,,12,12,,,,
scholar.krn.diss_B.txt,,,,10,14,,8,8,,,,
scollays_reel.krn.diss_B.txt,,8,8,,16,,4,,4,8,,
scotty_oneil.krn.diss_B.txt,,16,,8,18,,4,4,,,20,
seamus_cooleys.krn.diss_B.txt,18,16,,10,,,10,6,,,,
sean_ryans_jig.krn.diss_B.txt,8,18,4,,20,,,4,,8,,
seanamhac_tube_station.krn.diss_B.txt,2,14,,,30,,2,4,,10,,
seanbhean_na_gcartain.krn.diss_B.txt,,18,,20,12,,,8,,,,
seeking_turf.krn.diss_B.txt,,20,8,,4,36,,,,22,,
semeur_reel.krn.diss_B.txt,4,42,,8,26,,16,8,,,4,
seneca_square_dance.krn.diss_B.txt,4,20,,4,4,,,20,,,28,
sergeant_earlys_dream.krn.diss_B.txt,8,16,,,10,,8,4,,12,8,
set_americain.krn.diss_B.txt,12,,,20,,,,18,,,14,
sevens.krn.diss_B.txt,4,,4,,8,,16,16,,,,
shaalds_o_foula_da.krn.diss_B.txt,4,4,,16,,,8,5,,,,
shady_grove.krn.diss_B.txt,4,12,,4,12,,8,12,,,4,
shakin_down_the_acorns.krn.diss_B.txt,28,16,8,,16,,16,,,12,,
shamrocks_in_the_galax.krn.diss_B.txt,24,16,2,16,22,,,10,,,,
she_says_shes_confused.krn.diss_B.txt,6,2,6,,6,,8,,,20,,
sheehans.krn.diss_B.txt,,12,,12,4,,4,12,,,14,
sheepskin_and_beeswax.krn.diss_B.txt,,16,,,8,,40,32,,16,,
sheilah_coyles.krn.diss_B.txt,,16,,4,12,,8,12,,,,
shenandoah_falls.krn.diss_B.txt,16,16,,,4,,4,,,,4,
sherbruns_breakdown.krn.diss_B.txt,6,12,,24,4,,6,30,,,10,
shoes_and_stockings.krn.diss_B.txt,12,16,,8,8,,,,,,,
shoo_fly.krn.diss_B.txt,8,64,,20,8,,8,,,,,
shove_that_pigs_foot_a_little_further_in_the_fire.krn.diss_B.txt,4,14,,16,,,8,8,,,,
shuffle_about.krn.diss_B.txt,8,20,,16,8,,,28,,,8,
siamoise_le_reel_des.krn.diss_B.txt,22,16,,20,8,,,12,,,16,
sidereal_shuffle.krn.diss_B.txt,8,20,,12,,,36,8,,,24,
silver_spear.krn.diss_B.txt,16,20,,20,,,,36,,,,
silver_spire.krn.diss_B.txt,8,12,,4,12,,4,12,,,8,
simple_tune.krn.diss_B.txt,24,36,,8,,,,12,,,2,
skippin_cat.krn.diss_B.txt,12,,,16,28,,,16,,,4,
skippingham.krn.diss_B.txt,36,4,,40,,,4,,,,2,
sleeping_lulu.krn.diss_B.txt,4,20,,12,,,8,24,,,6,4
sleepy-eyed_john.krn.diss_B.txt,32,4,,4,4,,,12,,,,
sligo_creek.krn.diss_B.txt,12,16,,,24,,12,,,2,,
sligo_maid.krn.diss_B.txt,12,12,,,8,,20,32,,32,,
slippery_kate.krn.diss_B.txt,8,,12,,32,16,8,,,12,,
snake_river_reel.krn.diss_B.txt,,8,,4,12,,16,26,,4,4,
snow_on_valafield.krn.diss_B.txt,12,8,8,,28,,,22,,8,,
snowbird_on_the_ashbank.krn.diss_B.txt,24,20,,,16,,,,,,,
soiree_chez_alcide.krn.diss_B.txt,8,,,8,,,,10,,,2,
sonny_brogans.krn.diss_B.txt,,,,,,,16,28,,36,,
southwest_bridge.krn.diss_B.txt,8,6,,,,,12,,,,,
spadookis.krn.diss_B.txt,4,2,4,,,4,6,8,8,8,,
spandy.krn.diss_B.txt,,,,,16,,,38,,,,
sparkle_of_starlight.krn.diss_B.txt,30,26,,12,4,,2,,,,8,
speed_the_plow.krn.diss_B.txt,4,,,8,,,24,,,,8,
split_rock.krn.diss_B.txt,12,8,,,4,,16,,,8,,
spootiskerry.krn.diss_B.txt,10,16,,10,,,24,18,,,2,
sporting_paddy.krn.diss_B.txt,4,2,,,20,,6,16,,6,,
springfield_girl.krn.diss_B.txt,,24,,8,,,12,10,,,4,
stan_chapmans_jig.krn.diss_B.txt,4,8,,,,,,10,,,8,
star_above_the_garter.krn.diss_B.txt,16,8,,20,,,,20,,,,
star_of_munster.krn.diss_B.txt,12,16,,,2,,12,28,,32,,
stay_all_night.krn.diss_B.txt,4,,,4,12,,48,8,,,8,
steeplechase.krn.diss_B.txt,12,8,,24,4,4,4,8,,,,
step_around_johnny.krn.diss_B.txt,12,32,,4,12,,12,,,,,
stones_rag.krn.diss_B.txt,26,2,,6,,2,22,14,,2,2,
stool_of_repentance.krn.diss_B.txt,,,,4,8,,8,8,,,4,4
string_of_trucks.krn.diss_B.txt,16,8,8,,,,16,,,,,
string_theory.krn.diss_B.txt,16,14,,,16,,8,,,4,,
struggling_heart.krn.diss_B.txt,16,,16,,8,,,,,12,,
such_a_boychick.krn.diss_B.txt,4,8,10,,4,,8,4,4,,,
sugar_hill.krn.diss_B.txt,,36,,,4,,8,24,,,,
surveyors_reel.krn.diss_B.txt,4,,,4,18,,,12,,,4,
susanbirds_of_wendell.krn.diss_B.txt,,24,,12,,,8,12,,,,
swing_away.krn.diss_B.txt,16,8,,8,14,,12,4,,,8,
swing_your_partner.krn.diss_B.txt,,,,8,8,,,10,,,18,
swingin_in_a_leisure_suit.krn.diss_B.txt,8,16,,16,16,,12,12,,,,
taggarts_reel_3.krn.diss_B.txt,4,10,,8,8,,,8,,,4,
taking_care_of_mom.krn.diss_B.txt,8,,,,6,,16,,,,,
tamlin.krn.diss_B.txt,10,4,,,4,,2,,,16,,
tamlin_alternate_version.krn.diss_B.txt,8,4,4,,16,,,4,,24,4,
tar_road_to_sligo.krn.diss_B.txt,8,8,,6,2,2,,10,,,6,
tartar_frigate.krn.diss_B.txt,14,14,2,,26,,6,6,,3,,
tater_patch.krn.diss_B.txt,24,8,,8,8,,,24,,,,
tatter_jack_walsh.krn.diss_B.txt,16,4,,8,28,,4,4,,,4,
telephone_tune.krn.diss_B.txt,12,4,,16,6,,,,,,16,
terrebonne_depot.krn.diss_B.txt,4,16,,24,14,,12,22,,,,
terwilliger_tempo.krn.diss_B.txt,20,6,,22,,,18,12,,,,
teviot_bridge.krn.diss_B.txt,,4,,6,10,,4,4,,,8,
thats_right_too.krn.diss_B.txt,4,20,,28,,,4,6,,,4,
through_the_gates.krn.diss_B.txt,8,16,,12,,,8,20,,,12,
ti-be_reel.krn.diss_B.txt,,12,,8,8,,,,,,12,
ti-jean_reel_a.krn.diss_B.txt,,6,,4,8,,4,,,,2,
timberline.krn.diss_B.txt,6,12,,14,6,,,8,,,6,
timmy_cliffords.krn.diss_B.txt,12,12,,4,,,,,,,,
tipsy_sailor.krn.diss_B.txt,4,22,10,,2,,,,1,2,,
tom_billys_reel.krn.diss_B.txt,20,32,,16,22,,,,,,8,
tom_morrisons_reel.krn.diss_B.txt,14,10,,6,4,,4,10,,,10,
tom_reillys.krn.diss_B.txt,20,8,8,,28,,10,8,,4,,
tomahawk.krn.diss_B.txt,4,28,,,,,4,22,,,,
tommy_mulhaires_jig.krn.diss_B.txt,8,8,,16,,,12,12,,,20,
tommys_tarbukas.krn.diss_B.txt,4,,,,12,,,,16,4,,
tongadale_reel.krn.diss_B.txt,4,2,8,,12,,20,20,,12,,
tonras_jig.krn.diss_B.txt,8,14,,8,,,4,,,,32,
too_young_to_marry.krn.diss_B.txt,4,20,,12,16,,4,30,,,8,
top_of_cork_road.krn.diss_B.txt,,4,,4,10,,,4,,4,4,
torn_jacket.krn.diss_B.txt,12,8,,24,12,,12,,,,,
tourment.krn.diss_B.txt,12,4,,12,4,,12,14,,,10,
tracys_turn.krn.diss_B.txt,12,16,,12,2,,8,12,,,8,
trip_to_athlone.krn.diss_B.txt,16,6,,4,,,12,4,,,4,
trip_to_ballyshannon.krn.diss_B.txt,28,28,,20,,,4,28,,,,
trip_to_sligo.krn.diss_B.txt,,8,6,,,,8,,4,,,
trip_to_windsor.krn.diss_B.txt,12,4,,16,,,8,24,,,8,
tripping_up_the_stairs.krn.diss_B.txt,4,12,,,,2,,8,,,2,
troll_soup.krn.diss_B.txt,16,4,24,,8,,16,,,30,,2
trombone_rag.krn.diss_B.txt,,4,,2,,8,,4,,,,8
tuque_bleue_la.krn.diss_B.txt,4,4,,6,14,,,12,,,4,
turkey_in_the_peapatch.krn.diss_B.txt,4,16,,16,16,,,12,,,12,
turlute_a_lisan_hubert.krn.diss_B.txt,10,8,,8,,,,12,,,,
turning_of_the_tide.krn.diss_B.txt,4,34,,,12,,8,8,,12,,
tushkar_da.krn.diss_B.txt,2,,,8,10,,8,12,,,6,
tuttles.krn.diss_B.txt,,12,,,,,16,32,,4,,
twenty_eighth_of_january.krn.diss_B.txt,28,16,,,,,16,20,,24,,
twenty_fourth_juin_le_alternate.krn.diss_B.txt,6,12,,30,14,,4,16,,,,
twin_sisters.krn.diss_B.txt,,12,,8,8,,,,,,,
two_wide_nickels.krn.diss_B.txt,,,,4,6,,28,8,,8,16,
uncle_bobs_boogie.krn.diss_B.txt,,28,16,,16,4,8,,4,8,,
union_street_jig.krn.diss_B.txt,8,12,,4,,,,4,,,,
union_street_session.krn.diss_B.txt,16,4,,8,28,,,,,,6,
up_downey.krn.diss_B.txt,8,48,6,,8,,8,,,4,,
up_sligo.krn.diss_B.txt,12,,4,,2,,8,6,,12,,
up_south.krn.diss_B.txt,28,8,,20,10,,8,6,,,16,
up_the_river.krn.diss_B.txt,4,,,12,4,,,4,,,16,
up_the_steep_pitch.krn.diss_B.txt,4,4,2,2,10,,2,18,,,14,
valley_forge.krn.diss_B.txt,18,18,,4,10,,,24,,,,
valleyfield_reel_de.krn.diss_B.txt,28,,,16,8,,8,10,,,,
virginia_reel.krn.diss_B.txt,4,36,,44,8,,8,12,,,,
vladimirs_steamboat.krn.diss_B.txt,6,10,,10,18,,8,24,,18,4,14
volunteer.krn.diss_B.txt,4,24,,20,18,,8,8,,,,
wagner.krn.diss_B.txt,10,14,,6,,,16,12,,,2,
wagon_wheel.krn.diss_B.txt,4,16,,8,,,4,5,,,1,
wagoner_one_step.krn.diss_B.txt,,8,,12,,,,52,,,16,
waiting_for_nancy.krn.diss_B.txt,4,,,52,,,4,,,,4,
wake_up_to_cape_breton.krn.diss_B.txt,32,22,,,12,,4,14,,,,4
waldo.krn.diss_B.txt,12,8,,8,16,,,32,,,,
walk_home.krn.diss_B.txt,,16,,14,14,,4,4,,,,
walk_up_georgia_row.krn.diss_B.txt,40,8,,16,,,,8,,,,
walker_street.krn.diss_B.txt,8,20,,4,4,,4,14,,,18,
walking_in_my_sleep.krn.diss_B.txt,8,12,,4,8,,,10,,,,
washingtons_march.krn.diss_B.txt,24,,,,36,,,,,,,
watermill.krn.diss_B.txt,4,8,,12,12,,20,8,,,4,
waynesboro.krn.diss_B.txt,26,18,,16,,,,4,,,2,
weighing_anchor.krn.diss_B.txt,,12,,12,16,,,,,,8,
western_country.krn.diss_B.txt,,4,,8,12,,24,,,,,
wheels_of_the_world.krn.diss_B.txt,12,12,,,,,20,24,,2,4,
whelans_old_sow.krn.diss_B.txt,4,8,,16,,,26,10,,,,
when_sick_is_it_tea_you_want.krn.diss_B.txt,8,,,8,8,,,8,,,12,
white_buffalo.krn.diss_B.txt,8,,4,,2,,16,,4,10,,
white_petticoat.krn.diss_B.txt,8,4,12,,12,,4,,4,,4,
white_river_bottoms.krn.diss_B.txt,8,32,,16,20,,16,4,,,,
wild_hog_in_the_woods.krn.diss_B.txt,,16,,4,,,8,20,,,4,
wild_one.krn.diss_B.txt,8,,12,,8,,4,,,48,,
willafjord.krn.diss_B.txt,4,20,,20,4,,8,4,,,,
willie_colemans.krn.diss_B.txt,8,8,,8,,,24,24,,,,
willys_jig.krn.diss_B.txt,,4,,8,4,,4,16,,,2,
wing_commander_donald_mackenzies_reel.krn.diss_B.txt,4,32,,16,,,16,12,,,8,
winter_at_pemaquid_light.krn.diss_B.txt,,20,4,,22,,10,,6,,,
wissahickon_drive.krn.diss_B.txt,,8,,,8,,8,2,,,20,
with_ourselves.krn.diss_B.txt,26,20,4,,16,,2,2,,16,,
wizards_walk.krn.diss_B.txt,12,,4,,,,8,,,,,
woodcock.krn.diss_B.txt,6,4,,16,8,,4,,,,3,
woodridge_breakdown.krn.diss_B.txt,4,12,,,4,,16,32,,,,
woofin_the_cat.krn.diss_B.txt,14,24,,10,,,,8,,,,
yankee_dancers.krn.diss_B.txt,4,4,,,,,8,4,,,,
yellow_barber.krn.diss_B.txt,8,20,,16,8,,4,16,,,8,
you_married_my_daughter_but_yet_you_didnt.krn.diss_B.txt,,,,12,30,,,12,,,,
young_widow.krn.diss_B.txt,,16,,4,12,,4,2,,,,
zinnias_favorite.krn.diss_B.txt,2,6,,,4,,,2,,,8,
